hotel_id,city,distance,stars,rating,country,city_actual,rating_reviewcount,center1label,center2label,neighbourhood,accommodation_type
2717,Brussels,3.3,3.0,3.7,Belgium,Drogenbos,29.0,City centre,Magritte Museum,Drogenbos,Hotel
2718,Brussels,1.8,4.0,4.0,Belgium,Brussels,21.0,City centre,Magritte Museum,Etterbeek,Apartment
2719,Brussels,2.4,5.0,4.0,Belgium,Brussels,102.0,City centre,Magritte Museum,Etterbeek,Hotel
2720,Brussels,2.4,4.0,3.7,Belgium,Brussels,76.0,City centre,Magritte Museum,Etterbeek,Apartment
2721,Brussels,2.1,2.0,3.2,Belgium,Brussels,42.0,City centre,Magritte Museum,Etterbeek,Hotel
2722,Brussels,1.9,4.0,3.7,Belgium,Brussels,94.0,City centre,Magritte Museum,Etterbeek,Hotel
2723,Brussels,1.9,4.0,5.0,Belgium,Brussels,16.0,City centre,Magritte Museum,Etterbeek,Bed and breakfast
2725,Brussels,1.6,3.0,4.5,Belgium,Brussels,150.0,City centre,Magritte Museum,European Quarter,Apart-hotel
2726,Brussels,1.9,3.0,3.0,Belgium,Brussels,22.0,City centre,Magritte Museum,European Quarter,Apartment
2727,Brussels,1.4,3.0,4.0,Belgium,Brussels,146.0,City centre,Magritte Museum,European Quarter,Hotel
2728,Brussels,0.7,,5.0,Belgium,Brussels,1.0,City centre,Magritte Museum,European Quarter,Apart-hotel
2729,Brussels,1.1,3.5,4.0,Belgium,Brussels,8.0,City centre,Magritte Museum,European Quarter,Apartment
2730,Brussels,1.1,3.5,4.6,Belgium,Brussels,3.0,City centre,Magritte Museum,European Quarter,Apartment
2731,Brussels,0.9,3.0,4.1,Belgium,Brussels,37.0,City centre,Magritte Museum,European Quarter,Bed and breakfast
2732,Brussels,1.0,4.0,3.9,Belgium,Brussels,32.0,City centre,Magritte Museum,European Quarter,Apartment
2733,Brussels,1.1,3.5,3.7,Belgium,Brussels,3.0,City centre,Magritte Museum,European Quarter,Apartment
2734,Brussels,0.9,4.0,4.3,Belgium,Brussels,4.0,City centre,Magritte Museum,European Quarter,Apartment
2735,Brussels,1.6,4.0,4.0,Belgium,Brussels,4.0,City centre,Magritte Museum,European Quarter,Apartment
2736,Brussels,0.1,4.0,4.3,Belgium,Brussels,822.0,City centre,Magritte Museum,Grand Place,Hotel
2737,Brussels,0.7,2.0,4.0,Belgium,Brussels,1.0,City centre,Magritte Museum,Grand Place,Hostel
2738,Brussels,0.2,4.0,3.7,Belgium,Brussels,249.0,City centre,Magritte Museum,Grand Place,Hotel
2739,Brussels,0.7,2.5,3.0,Belgium,Brussels,4.0,City centre,Magritte Museum,Grand Place,Hotel
2740,Brussels,0.1,4.0,4.6,Belgium,Brussels,45.0,City centre,Magritte Museum,Grand Place,Hotel
2741,Brussels,0.2,1.0,3.5,Belgium,Brussels,17.0,City centre,Magritte Museum,Grand Place,Hotel
2742,Brussels,0.2,3.0,3.7,Belgium,Brussels,399.0,City centre,Magritte Museum,Grand Place,Hotel
2743,Brussels,0.1,3.5,2.9,Belgium,Brussels,24.0,City centre,Magritte Museum,Grand Place,Apartment
2744,Brussels,0.1,3.5,4.4,Belgium,Brussels,45.0,City centre,Magritte Museum,Grand Place,Apartment
2746,Brussels,0.3,4.0,4.4,Belgium,Brussels,380.0,City centre,Magritte Museum,Grand Place,Hotel
2747,Brussels,0.6,2.5,3.2,Belgium,Brussels,5.0,City centre,Magritte Museum,Grand Place,Bed and breakfast
2748,Brussels,0.3,4.0,3.9,Belgium,Brussels,62.0,City centre,Magritte Museum,Grand Place,Hotel
2749,Brussels,0.1,4.0,4.4,Belgium,Brussels,751.0,City centre,Magritte Museum,Grand Place,Hotel
2750,Brussels,0.0,1.0,4.0,Belgium,Brussels,125.0,City centre,Magritte Museum,Grand Place,Hotel
2751,Brussels,0.1,4.0,4.0,Belgium,Brussels,311.0,City centre,Magritte Museum,Grand Place,Hotel
2752,Brussels,0.3,4.0,4.1,Belgium,Brussels,409.0,City centre,Magritte Museum,Grand Place,Hotel
2753,Brussels,0.2,4.0,4.3,Belgium,Brussels,359.0,City centre,Magritte Museum,Grand Place,Hotel
2754,Brussels,0.0,2.0,3.2,Belgium,Brussels,117.0,City centre,Magritte Museum,Grand Place,Hotel
2755,Brussels,0.2,3.0,4.0,Belgium,Brussels,458.0,City centre,Magritte Museum,Grand Place,Apartment
2756,Brussels,0.1,5.0,4.3,Belgium,Brussels,856.0,City centre,Magritte Museum,Grand Place,Hotel
2757,Brussels,0.3,3.0,3.4,Belgium,Brussels,5.0,City centre,Magritte Museum,Grand Place,Apartment
2758,Brussels,0.3,3.5,4.4,Belgium,Brussels,5.0,City centre,Magritte Museum,Grand Place,Apartment
2759,Brussels,0.2,3.0,3.7,Belgium,Brussels,136.0,City centre,Magritte Museum,Grand Place,Apartment
2760,Brussels,0.2,3.5,4.3,Belgium,Brussels,95.0,City centre,Magritte Museum,Grand Place,Apartment
2761,Brussels,0.2,4.0,4.5,Belgium,Brussels,412.0,City centre,Magritte Museum,Grand Place,Hotel
2762,Brussels,0.2,3.0,3.7,Belgium,Brussels,21.0,City centre,Magritte Museum,Grand Place,Apartment
2763,Brussels,0.2,4.0,3.5,Belgium,Brussels,463.0,City centre,Magritte Museum,Grand Place,Hotel
2764,Brussels,0.1,5.0,4.8,Belgium,Brussels,273.0,City centre,Magritte Museum,Grand Place,Hotel
2765,Brussels,0.3,3.0,4.0,Belgium,Brussels,85.0,City centre,Magritte Museum,Grand Place,Apartment
2766,Brussels,0.2,3.0,4.8,Belgium,Brussels,5.0,City centre,Magritte Museum,Grand Place,Bed and breakfast
2767,Brussels,0.3,2.0,3.2,Belgium,Brussels,29.0,City centre,Magritte Museum,Grand Place,Hotel
2768,Brussels,0.1,2.0,2.7,Belgium,Brussels,157.0,City centre,Magritte Museum,Grand Place,Hotel
2769,Brussels,0.1,3.0,4.5,Belgium,Brussels,193.0,City centre,Magritte Museum,Grand Place,Hotel
2770,Brussels,0.1,3.0,3.7,Belgium,Brussels,163.0,City centre,Magritte Museum,Grand Place,Hotel
2771,Brussels,0.1,2.0,4.0,Belgium,Brussels,75.0,City centre,Magritte Museum,Grand Place,Hotel
2772,Brussels,0.1,3.0,3.2,Belgium,Brussels,336.0,City centre,Magritte Museum,Grand Place,Hotel
2773,Brussels,0.1,3.0,4.0,Belgium,Brussels,606.0,City centre,Magritte Museum,Grand Place,Hotel
2774,Brussels,0.0,3.0,3.7,Belgium,Brussels,368.0,City centre,Magritte Museum,Grand Place,Hotel
2775,Brussels,0.2,,3.7,Belgium,Brussels,10.0,City centre,Magritte Museum,Grand Place,Apartment
2776,Brussels,0.3,3.5,4.1,Belgium,Brussels,20.0,City centre,Magritte Museum,Grand Place,Apartment
2777,Brussels,0.0,4.0,3.4,Belgium,Brussels,7.0,City centre,Magritte Museum,Grand Place,Apartment
2778,Brussels,3.5,3.0,3.5,Belgium,Brussels,101.0,City centre,Magritte Museum,Heizel,Hotel
2779,Brussels,3.0,2.0,2.7,Belgium,Brussels,17.0,City centre,Magritte Museum,Heizel,Hotel
2780,Brussels,3.9,3.0,3.5,Belgium,Brussels,54.0,City centre,Magritte Museum,Heizel,Hotel
2781,Brussels,3.9,3.0,2.0,Belgium,Grimbergen,46.0,City centre,Magritte Museum,Heizel,Hotel
2782,Brussels,0.1,3.5,3.5,Belgium,Brussels,7.0,City centre,Magritte Museum,Ilot Sacr̩,Apartment
2783,Brussels,0.1,3.0,3.5,Belgium,Brussels,30.0,City centre,Magritte Museum,Ilot Sacr̩,Apartment
2784,Brussels,0.1,3.0,3.7,Belgium,Brussels,1003.0,City centre,Magritte Museum,Ilot Sacr̩,Hotel
2785,Brussels,0.2,3.0,4.6,Belgium,Brussels,3.0,City centre,Magritte Museum,Ilot Sacr̩,Apartment
2786,Brussels,0.2,2.0,3.2,Belgium,Brussels,134.0,City centre,Magritte Museum,Ilot Sacr̩,Hotel
2787,Brussels,0.1,3.5,3.4,Belgium,Brussels,12.0,City centre,Magritte Museum,Ilot Sacr̩,Apartment
2788,Brussels,0.1,4.0,4.5,Belgium,Brussels,275.0,City centre,Magritte Museum,Ilot Sacr̩,Hotel
2789,Brussels,0.1,3.0,2.0,Belgium,Brussels,4.0,City centre,Magritte Museum,Ilot Sacr̩,Apartment
2790,Brussels,1.8,3.5,2.7,Belgium,Brussels,5.0,City centre,Magritte Museum,Ixelles,Apartment
2793,Brussels,2.1,3.5,2.0,Belgium,Brussels,4.0,City centre,Magritte Museum,Ixelles,Apartment
2795,Brussels,1.2,3.0,3.0,Belgium,Brussels,31.0,City centre,Magritte Museum,Ixelles,Hotel
2796,Brussels,2.2,2.0,2.0,Belgium,Brussels,73.0,City centre,Magritte Museum,Ixelles,Hostel
2797,Brussels,1.7,2.0,2.9,Belgium,Brussels,18.0,City centre,Magritte Museum,Ixelles,Apartment
2798,Brussels,1.8,3.0,3.0,Belgium,Brussels,63.0,City centre,Magritte Museum,Ixelles,Hotel
2799,Brussels,1.7,3.0,5.0,Belgium,Brussels,7.0,City centre,Magritte Museum,Ixelles,Bed and breakfast
2800,Brussels,0.8,2.0,2.7,Belgium,Brussels,81.0,City centre,Magritte Museum,Ixelles,Hotel
2801,Brussels,1.3,4.0,4.0,Belgium,Brussels,249.0,City centre,Magritte Museum,Ixelles,Hotel
2802,Brussels,1.4,4.0,3.2,Belgium,Brussels,37.0,City centre,Magritte Museum,Ixelles,Bed and breakfast
2804,Brussels,0.8,3.5,4.3,Belgium,Brussels,110.0,City centre,Magritte Museum,Ixelles,Hotel
2805,Brussels,1.2,3.0,3.5,Belgium,Brussels,7.0,City centre,Magritte Museum,Ixelles,Apart-hotel
2806,Brussels,1.6,4.0,3.7,Belgium,Brussels,4.0,City centre,Magritte Museum,Ixelles,Apartment
2807,Brussels,1.4,3.5,4.8,Belgium,Brussels,4.0,City centre,Magritte Museum,Ixelles,Apartment
2808,Brussels,1.7,3.5,4.0,Belgium,Brussels,3.0,City centre,Magritte Museum,Jacht,Apartment
2809,Brussels,1.7,3.0,5.0,Belgium,Brussels,1.0,City centre,Magritte Museum,Jacht,Bed and breakfast
2810,Brussels,2.0,3.0,3.7,Belgium,Brussels,41.0,City centre,Magritte Museum,Josaphat,Hotel
2811,Brussels,1.4,5.0,4.6,Belgium,Brussels,140.0,City centre,Magritte Museum,Jourdan,Hotel
2812,Brussels,1.6,3.5,4.8,Belgium,Brussels,34.0,City centre,Magritte Museum,Jourdan,Bed and breakfast
2813,Brussels,0.7,3.0,3.9,Belgium,Brussels,13.0,City centre,Magritte Museum,Kaaienwijk,Guest House
2814,Brussels,0.5,3.0,4.1,Belgium,Brussels,258.0,City centre,Magritte Museum,Kaaienwijk,Apart-hotel
2815,Brussels,0.6,3.0,3.5,Belgium,Brussels,236.0,City centre,Magritte Museum,Kaaienwijk,Hotel
2816,Brussels,0.7,3.0,4.4,Belgium,Brussels,101.0,City centre,Magritte Museum,Kaaienwijk,Hotel
2817,Brussels,0.5,4.0,3.7,Belgium,Brussels,34.0,City centre,Magritte Museum,Kaaienwijk,Apartment
2818,Brussels,0.7,2.0,3.2,Belgium,Brussels,223.0,City centre,Magritte Museum,Kaaienwijk,Hotel
2819,Brussels,1.5,5.0,4.5,Belgium,Brussels,146.0,City centre,Magritte Museum,Kastelijn,Hotel
2820,Brussels,0.3,4.0,4.5,Belgium,Brussels,683.0,City centre,Magritte Museum,Koningswijk,Hotel
2821,Brussels,1.0,4.0,3.7,Belgium,Brussels,4.0,City centre,Magritte Museum,Leopold Quarter,Apart-hotel
2822,Brussels,0.9,3.5,4.6,Belgium,Brussels,3.0,City centre,Magritte Museum,Leopold Quarter,Hotel
2823,Brussels,1.3,3.0,4.5,Belgium,Brussels,266.0,City centre,Magritte Museum,Leopold Quarter,Hotel
2824,Brussels,0.8,2.0,4.4,Belgium,Brussels,236.0,City centre,Magritte Museum,Leopold Quarter,Hotel
2825,Brussels,0.8,5.0,4.4,Belgium,Brussels,192.0,City centre,Magritte Museum,Leopold Quarter,Hotel
2826,Brussels,1.0,4.0,4.1,Belgium,Brussels,66.0,City centre,Magritte Museum,Leopold Quarter,Apartment
2827,Brussels,1.0,4.0,4.4,Belgium,Brussels,478.0,City centre,Magritte Museum,Leopold Quarter,Hotel
2828,Brussels,1.0,4.0,4.5,Belgium,Brussels,170.0,City centre,Magritte Museum,Leopold Quarter,Hotel
2829,Brussels,1.0,4.0,4.5,Belgium,Brussels,626.0,City centre,Magritte Museum,Leopold Quarter,Hotel
2830,Brussels,0.8,4.0,4.0,Belgium,Brussels,25.0,City centre,Magritte Museum,Leopold Quarter,Apartment
2831,Brussels,1.1,4.0,4.9,Belgium,Brussels,7.0,City centre,Magritte Museum,Leopold Quarter,Apartment
2832,Brussels,1.2,4.0,3.2,Belgium,Brussels,5.0,City centre,Magritte Museum,Leopold Quarter,Apartment
2833,Brussels,4.8,3.0,3.4,Belgium,Machelen,76.0,City centre,Magritte Museum,Machelen,Hotel
2834,Brussels,4.8,3.0,3.7,Belgium,Machelen,112.0,City centre,Magritte Museum,Machelen,Hotel
2835,Brussels,4.5,1.0,3.5,Belgium,Machelen,355.0,City centre,Magritte Museum,Machelen,Hotel
2836,Brussels,4.5,4.0,4.0,Belgium,Machelen,143.0,City centre,Magritte Museum,Machelen,Hotel
2837,Brussels,4.5,3.0,3.5,Belgium,Machelen,203.0,City centre,Magritte Museum,Machelen,Hotel
2838,Brussels,5.1,4.0,4.1,Belgium,Machelen,164.0,City centre,Magritte Museum,Machelen,Hotel
2839,Brussels,5.0,4.0,4.1,Belgium,Machelen,294.0,City centre,Magritte Museum,Machelen,Hotel
2841,Brussels,4.9,3.0,4.5,Belgium,Machelen,72.0,City centre,Magritte Museum,Machelen,Hotel
2842,Brussels,4.7,4.0,3.7,Belgium,Machelen,61.0,City centre,Magritte Museum,Machelen,Hotel
2843,Brussels,4.9,3.5,3.4,Belgium,Machelen,26.0,City centre,Magritte Museum,Machelen,Hotel
2844,Brussels,2.5,2.5,3.2,Belgium,Brussels,68.0,City centre,Magritte Museum,Moortebeek,Hotel
2845,Brussels,0.7,3.5,2.7,Belgium,Brussels,10.0,City centre,Magritte Museum,Notre-Dame-aux-Neiges,Apartment
2846,Brussels,0.7,3.5,2.5,Belgium,Brussels,24.0,City centre,Magritte Museum,Notre-Dame-aux-Neiges,Apartment
2847,Brussels,0.6,3.0,2.5,Belgium,Brussels,12.0,City centre,Magritte Museum,Notre-Dame-aux-Neiges,Apartment
2848,Brussels,0.7,3.0,4.1,Belgium,Brussels,189.0,City centre,Magritte Museum,Notre-Dame-aux-Neiges,Hotel
2849,Brussels,0.7,3.0,4.0,Belgium,Brussels,63.0,City centre,Magritte Museum,Notre-Dame-aux-Neiges,Apartment
2850,Brussels,0.6,3.0,3.7,Belgium,Brussels,282.0,City centre,Magritte Museum,Notre-Dame-aux-Neiges,Hotel
2851,Brussels,0.7,2.0,3.4,Belgium,Brussels,95.0,City centre,Magritte Museum,Notre-Dame-aux-Neiges,Hotel
2852,Brussels,0.4,3.0,4.4,Belgium,Brussels,618.0,City centre,Magritte Museum,Notre-Dame-aux-Neiges,Hotel
2853,Brussels,0.6,3.0,3.9,Belgium,Brussels,202.0,City centre,Magritte Museum,Notre-Dame-aux-Neiges,Hotel
2854,Brussels,0.6,2.0,3.7,Belgium,Brussels,122.0,City centre,Magritte Museum,Notre-Dame-aux-Neiges,Apartment
2855,Brussels,0.7,2.0,4.0,Belgium,Brussels,74.0,City centre,Magritte Museum,Notre-Dame-aux-Neiges,Hostel
2857,Brussels,0.7,3.0,3.4,Belgium,Brussels,156.0,City centre,Magritte Museum,Place Charles Rogier,Hotel
2858,Brussels,1.3,4.0,4.0,Belgium,Brussels,343.0,City centre,Magritte Museum,Place Charles Rogier,Hotel
2859,Brussels,0.7,4.0,4.0,Belgium,Brussels,536.0,City centre,Magritte Museum,Place Charles Rogier,Hotel
2860,Brussels,0.8,3.0,4.0,Belgium,Brussels,503.0,City centre,Magritte Museum,Place Charles Rogier,Hotel
2861,Brussels,1.4,2.5,3.5,Belgium,Brussels,120.0,City centre,Magritte Museum,Place Charles Rogier,Apart-hotel
2862,Brussels,0.7,4.0,3.9,Belgium,Brussels,367.0,City centre,Magritte Museum,Place Charles Rogier,Hotel
2863,Brussels,0.7,3.0,3.2,Belgium,Brussels,144.0,City centre,Magritte Museum,Place Charles Rogier,Hotel
2864,Brussels,0.9,2.0,3.4,Belgium,Brussels,59.0,City centre,Magritte Museum,Place Charles Rogier,Hotel
2865,Brussels,0.7,4.0,4.1,Belgium,Brussels,346.0,City centre,Magritte Museum,Place Charles Rogier,Hotel
2866,Brussels,0.8,4.0,4.3,Belgium,Brussels,900.0,City centre,Magritte Museum,Place Charles Rogier,Hotel
2867,Brussels,0.9,3.0,3.4,Belgium,Brussels,120.0,City centre,Magritte Museum,Place Charles Rogier,Hotel
2868,Brussels,0.8,2.5,3.7,Belgium,Brussels,10.0,City centre,Magritte Museum,Place Charles Rogier,Hostel
2869,Brussels,0.9,2.5,4.0,Belgium,Brussels,10.0,City centre,Magritte Museum,Place Charles Rogier,Hotel
2870,Brussels,0.7,3.0,4.0,Belgium,Brussels,105.0,City centre,Magritte Museum,Place Charles Rogier,Hotel
2871,Brussels,0.8,3.0,3.4,Belgium,Brussels,136.0,City centre,Magritte Museum,Place Charles Rogier,Hotel
2872,Brussels,0.8,2.0,2.5,Belgium,Brussels,17.0,City centre,Magritte Museum,Place Charles Rogier,Hotel
2873,Brussels,0.7,2.0,2.0,Belgium,Brussels,22.0,City centre,Magritte Museum,Place Charles Rogier,Hotel
2874,Brussels,2.0,3.0,2.0,Belgium,Brussels,1.0,City centre,Magritte Museum,Plasky,Hotel
2875,Brussels,0.8,3.5,4.5,Belgium,Brussels,7.0,City centre,Magritte Museum,Saint-Josse-ten-Noode,Bed and breakfast
2876,Brussels,0.8,4.0,4.0,Belgium,Brussels,7.0,City centre,Magritte Museum,Saint-Josse-ten-Noode,Apartment
2877,Brussels,2.5,3.0,3.4,Belgium,Brussels,7.0,City centre,Magritte Museum,Schaerbeek,Apartment
2878,Brussels,1.3,2.0,2.5,Belgium,Brussels,83.0,City centre,Magritte Museum,Schaerbeek,Hotel
2879,Brussels,2.2,3.5,4.3,Belgium,Brussels,62.0,City centre,Magritte Museum,Schaerbeek,Apartment
2880,Brussels,1.2,2.0,2.7,Belgium,Brussels,40.0,City centre,Magritte Museum,Schaerbeek,Hotel
2881,Brussels,1.2,4.0,3.7,Belgium,Brussels,18.0,City centre,Magritte Museum,Sint-Gillis,Hotel
2882,Brussels,1.0,3.5,2.5,Belgium,Brussels,8.0,City centre,Magritte Museum,Sint-Gillis,Apartment
2883,Brussels,1.8,3.5,4.0,Belgium,Brussels,72.0,City centre,Magritte Museum,Sint-Gillis,Hotel
2884,Brussels,1.0,4.0,4.3,Belgium,Brussels,95.0,City centre,Magritte Museum,Sint-Gillis,Hotel
2885,Brussels,1.3,3.0,4.3,Belgium,Brussels,191.0,City centre,Magritte Museum,Sint-Gillis,Hotel
2886,Brussels,1.0,3.0,2.5,Belgium,Brussels,34.0,City centre,Magritte Museum,Sint-Jans-Molenbeek,Apartment
2887,Brussels,1.3,2.0,2.0,Belgium,Brussels,1.0,City centre,Magritte Museum,Sint-Jans-Molenbeek,Apart-hotel
2888,Brussels,0.9,2.0,3.9,Belgium,Brussels,60.0,City centre,Magritte Museum,Sint-Jans-Molenbeek,Hostel
2889,Brussels,2.3,2.0,3.0,Belgium,Brussels,77.0,City centre,Magritte Museum,Sint-Lambrechts-Woluwe,Hotel
2890,Brussels,4.2,5.0,4.6,Belgium,Brussels,32.0,City centre,Magritte Museum,Sint-Lambrechts-Woluwe,Hotel
2891,Brussels,2.3,2.0,3.2,Belgium,Brussels,35.0,City centre,Magritte Museum,Sint-Lambrechts-Woluwe,Hotel
2892,Brussels,3.0,3.0,3.7,Belgium,Brussels,60.0,City centre,Magritte Museum,Sint-Lambrechts-Woluwe,Hotel
2893,Brussels,4.3,4.0,4.5,Belgium,Brussels,24.0,City centre,Magritte Museum,Sint-Lambrechts-Woluwe,Apartment
2895,Brussels,4.4,1.0,3.4,Belgium,Sint-Pieters-Leeuw,86.0,City centre,Magritte Museum,Sint-Pieters-Leeuw,Hotel
2896,Brussels,0.4,2.0,3.7,Belgium,Brussels,176.0,City centre,Magritte Museum,Stalingrad,Hotel
2897,Brussels,0.4,2.0,3.0,Belgium,Brussels,67.0,City centre,Magritte Museum,Stalingrad,Hotel
2898,Brussels,0.3,3.0,2.9,Belgium,Brussels,21.0,City centre,Magritte Museum,Stalingrad,Apartment
2899,Brussels,0.7,2.0,2.4,Belgium,Brussels,16.0,City centre,Magritte Museum,Stalingrad,Hotel
2900,Brussels,0.5,4.0,4.1,Belgium,Brussels,353.0,City centre,Magritte Museum,Stalingrad,Hotel
2901,Brussels,0.4,2.0,2.5,Belgium,Brussels,95.0,City centre,Magritte Museum,Stalingrad,Hotel
2902,Brussels,0.3,2.0,3.0,Belgium,Brussels,120.0,City centre,Magritte Museum,Stalingrad,Hotel
2903,Brussels,0.4,4.0,4.4,Belgium,Brussels,405.0,City centre,Magritte Museum,Stalingrad,Hotel
2904,Brussels,0.3,3.0,4.0,Belgium,Brussels,2034.0,City centre,Magritte Museum,Stalingrad,Hotel
2905,Brussels,0.3,3.0,3.7,Belgium,Brussels,4.0,City centre,Magritte Museum,Stalingrad,Bed and breakfast
2906,Brussels,0.3,3.5,4.0,Belgium,Brussels,1.0,City centre,Magritte Museum,Stalingrad,Bed and breakfast
2907,Brussels,4.6,2.0,1.8,Belgium,Brussels,7.0,City centre,Magritte Museum,Transvaal,Hostel
2908,Brussels,3.0,3.0,3.5,Belgium,Brussels,121.0,City centre,Magritte Museum,Ukkel,Hotel
2909,Brussels,6.5,3.0,3.5,Belgium,Vilvoorde,104.0,City centre,Magritte Museum,Vilvoorde,Hotel
2910,Brussels,6.2,3.0,4.0,Belgium,Vilvoorde,61.0,City centre,Magritte Museum,Vilvoorde,Hotel
2911,Brussels,4.2,3.0,4.3,Belgium,Brussels,3.0,City centre,Magritte Museum,Vogelenzang,Hotel
2912,Brussels,3.0,3.0,4.1,Belgium,Brussels,5.0,City centre,Magritte Museum,Vossegat-Roosendaal,Bed and breakfast
2913,Brussels,1.3,3.0,2.2,Belgium,Brussels,10.0,City centre,Magritte Museum,Wijk van de Squares,Apartment
2914,Brussels,1.7,3.5,2.5,Belgium,Brussels,22.0,City centre,Magritte Museum,Wijk van de Squares,Apartment
2915,Brussels,1.3,4.0,3.9,Belgium,Brussels,28.0,City centre,Magritte Museum,Wijk van de Squares,Hotel
2916,Brussels,1.3,4.0,3.7,Belgium,Brussels,410.0,City centre,Magritte Museum,Wijk van de Squares,Hotel
2917,Brussels,1.3,4.0,3.9,Belgium,Brussels,219.0,City centre,Magritte Museum,Wijk van de Squares,Hotel
2918,Brussels,1.3,4.0,4.3,Belgium,Brussels,205.0,City centre,Magritte Museum,Wijk van de Squares,Hotel
2919,Brussels,1.6,1.0,4.4,Belgium,Brussels,41.0,City centre,Magritte Museum,Wijk van de Squares,Hotel
2920,Brussels,1.5,3.0,3.7,Belgium,Brussels,26.0,City centre,Magritte Museum,Wijk van de Squares,Hotel
2921,Brussels,1.2,3.0,4.3,Belgium,Brussels,32.0,City centre,Magritte Museum,Wijk van de Squares,Bed and breakfast
2922,Brussels,0.8,3.5,4.5,Belgium,Brussels,96.0,City centre,Magritte Museum,Wijk van de Squares,Hotel
2923,Brussels,0.9,3.0,4.6,Belgium,Brussels,54.0,City centre,Magritte Museum,Wijk van de Squares,Apart-hotel
2924,Brussels,1.4,3.0,4.0,Belgium,Brussels,136.0,City centre,Magritte Museum,Wijk van de Squares,Hotel
2925,Brussels,0.5,3.5,3.2,Belgium,Brussels,30.0,City centre,Magritte Museum,Zavel,Apartment
2927,Brussels,0.7,4.0,4.5,Belgium,Brussels,665.0,City centre,Magritte Museum,Zavel,Hotel
2928,Brussels,0.6,3.0,3.7,Belgium,Brussels,110.0,City centre,Magritte Museum,Zavel,Hotel
2929,Brussels,0.4,4.0,4.5,Belgium,Brussels,173.0,City centre,Magritte Museum,Zavel,Hotel
2930,Brussels,0.5,3.5,4.3,Belgium,Brussels,3.0,City centre,Magritte Museum,Zavel,Apartment
2931,Brussels,0.5,3.5,4.0,Belgium,Brussels,14.0,City centre,Magritte Museum,Zavel,Apartment
2932,Brussels,0.5,3.0,4.0,Belgium,Brussels,1.0,City centre,Magritte Museum,Zavel,Hotel
2933,Brussels,0.5,3.0,3.7,Belgium,Brussels,3.0,City centre,Magritte Museum,Zavel,Apartment
2934,Brussels,0.5,2.5,4.5,Belgium,Brussels,22.0,City centre,Magritte Museum,Zavel,Guest House
2935,Brussels,0.3,4.0,4.5,Belgium,Brussels,75.0,City centre,Magritte Museum,Zavel,Hotel
2936,Brussels,0.3,3.5,3.7,Belgium,Brussels,13.0,City centre,Magritte Museum,Zavel,Apartment
2937,Brussels,0.3,3.5,3.0,Belgium,Brussels,1.0,City centre,Magritte Museum,Zavel,Apartment
2938,Brussels,0.6,3.5,4.0,Belgium,Brussels,1.0,City centre,Magritte Museum,Zavel,Apartment
2940,Brussels,6.7,4.0,4.1,Belgium,Zaventem,498.0,City centre,Magritte Museum,Zaventem,Hotel
2941,Brussels,5.7,3.0,4.0,Belgium,Zaventem,651.0,City centre,Magritte Museum,Zaventem,Hotel
2942,Brussels,5.6,4.0,4.3,Belgium,Zaventem,181.0,City centre,Magritte Museum,Zaventem,Hotel
2943,Brussels,5.5,,4.6,Belgium,Zaventem,7.0,City centre,Magritte Museum,Zaventem,Hotel
2944,Brussels,6.9,3.0,3.5,Belgium,Zaventem,30.0,City centre,Magritte Museum,Zaventem,Hotel
2945,Brussels,5.5,2.0,2.5,Belgium,Zaventem,2.0,City centre,Magritte Museum,Zaventem,Hostel
2946,Bucharest,4.1,4.0,4.0,Romania,Bucharest,29.0,City centre,George Bacovia Memorial House,Bucharest,Hotel
2947,Bucharest,1.1,2.5,2.2,Romania,Bucharest,23.0,City centre,George Bacovia Memorial House,Bucharest,Hotel
2948,Bucharest,3.3,4.0,3.7,Romania,Bucharest,28.0,City centre,George Bacovia Memorial House,Bucharest,Hotel
2949,Bucharest,4.0,4.0,4.0,Romania,Bucharest,38.0,City centre,George Bacovia Memorial House,Bucharest,Hotel
2950,Bucharest,2.4,2.0,2.5,Romania,Bucharest,13.0,City centre,George Bacovia Memorial House,Bucharest,Hotel
2951,Bucharest,4.1,4.0,4.0,Romania,Bucharest,130.0,City centre,George Bacovia Memorial House,Bucharest,Hotel
2952,Bucharest,3.2,4.0,4.1,Romania,Bucharest,29.0,City centre,George Bacovia Memorial House,Bucharest,Hotel
2953,Bucharest,3.8,4.0,3.5,Romania,Bucharest,8.0,City centre,George Bacovia Memorial House,Bucharest,Hotel
2954,Bucharest,2.8,4.0,3.7,Romania,Bucharest,51.0,City centre,George Bacovia Memorial House,Bucharest,Hotel
2955,Bucharest,2.4,3.0,1.7,Romania,Bucharest,4.0,City centre,George Bacovia Memorial House,Bucharest,Hotel
2956,Bucharest,4.5,4.0,4.0,Romania,Bucharest,44.0,City centre,George Bacovia Memorial House,Bucharest,Hotel
2957,Bucharest,2.0,3.0,3.4,Romania,Bucharest,5.0,City centre,George Bacovia Memorial House,Bucharest,Hotel
2958,Bucharest,3.9,3.0,3.2,Romania,Bucharest,38.0,City centre,George Bacovia Memorial House,Bucharest,Hotel
2959,Bucharest,3.2,5.0,4.4,Romania,Bucharest,83.0,City centre,George Bacovia Memorial House,Bucharest,Hotel
2960,Bucharest,7.0,4.0,3.2,Romania,Bucharest,12.0,City centre,George Bacovia Memorial House,Bucharest,Hotel
